customer_id,signup_date,segment,plan_type,monthly_spend,support_tickets,feature_adoption,protected_class,hazard,tenure,churned,observed,risk_score,predicted_hazard
15,2023-01-15,enterprise,basic,89.86,4,0.3004523286220007,group_b,0.0010018971400533986,730,1,1,109.95476713779993,1.110906447941254
16,2023-01-16,enterprise,basic,100.07,3,0.3961172672933452,group_a,0.0006104038238171189,574,1,1,90.38827327066548,0.8797357032370776
17,2023-01-17,smb,basic,91.76,3,0.08908552136390621,group_a,0.001331929918868785,186,1,1,121.09144786360937,1.2955730187855057
18,2023-01-18,smb,basic,86.28,5,0.145801995945731,group_b,0.0016205992821781586,116,1,1,135.41980040542688,1.4314977354366394
19,2023-01-19,smb,pro,79.33,1,0.26368822408094805,group_b,0.00098612076894607,30,1,1,83.6311775919052,1.1521492054977531
20,2023-01-20,smb,enterprise,114.03,4,0.3267209585133124,group_b,0.0005862306788052262,438,0,0,107.32790414866876,0.8806311899010251
21,2023-01-21,smb,pro,139.32,3,0.24200073611036957,group_a,0.00037893087734045043,730,1,1,105.79992638896304,0.6990125656010088
22,2023-01-22,enterprise,pro,135.13,0,0.37648340863367985,group_a,0.00023326810603124736,730,1,1,62.35165913663201,0.5444577252558099
23,2023-01-23,smb,enterprise,62.3,3,0.391498410293958,group_a,0.0013112792394750202,264,0,0,90.8501589706042,1.3466515893224829
24,2023-01-24,smb,pro,138.68,3,0.5827074439077173,group_a,0.0001941712285486098,438,0,0,71.72925560922826,0.5239836019323155
25,2023-01-25,smb,enterprise,90.46,3,0.269066561428211,group_a,0.0009537696222032708,730,1,1,103.0933438571789,1.1235677582556107
26,2023-01-26,startup,pro,118.02,1,0.43580828981947384,group_a,0.0003223824905158205,42,0,0,66.41917101805262,0.6648683547041162
27,2023-01-27,enterprise,basic,72.81,2,0.17988578420795368,group_b,0.0014681871839759717,45,0,0,102.01142157920464,1.3368030144649836
28,2023-01-28,smb,basic,104.26,3,0.35735212618278034,group_b,0.0006065887363688226,704,1,1,94.26478738172196,0.9043664045081636
29,2023-01-29,smb,pro,109.41,2,0.2470972756116049,group_a,0.000617303455876732,730,1,1,95.29027243883951,0.9011140579995665
30,2023-01-30,enterprise,basic,55.46,3,0.3907164676722613,group_b,0.0015058643686362222,438,0,0,90.92835323277387,1.3926787415406814
31,2023-01-31,smb,basic,118.25,1,0.24822039980598215,group_a,0.00046699309858549135,730,1,1,85.17796001940178,0.7853032179309191
32,2023-02-01,enterprise,pro,140.38,6,0.09144841897110087,group_b,0.0006767205705050957,197,0,0,150.8551581028899,0.8728637632928562
33,2023-02-02,enterprise,pro,94.76,0,0.2406720890039728,group_b,0.00068622880079569,730,1,1,75.93279109960271,0.9240345283302687
34,2023-02-03,startup,pro,140.81,2,0.45104623545735756,group_a,0.0002190856628863058,438,0,0,74.89537645426424,0.5449023113783726
35,2023-02-04,startup,basic,94.31,1,0.1508652389598113,group_a,0.0009158245445377375,35,1,1,94.91347610401887,1.0832788734174899
36,2023-02-05,startup,basic,125.49,1,0.24027516847136238,group_a,0.000410511910069588,730,1,1,85.97248315286376,0.7296743262909693
37,2023-02-06,smb,pro,33.44,4,0.1595722811204542,group_b,0.004104383043745556,438,0,0,124.04277188795459,2.313813042045752
38,2023-02-07,enterprise,enterprise,172.56,2,0.38158580547892545,group_a,0.00013340420677433355,193,0,0,81.84141945210746,0.40619946082267905
39,2023-02-08,smb,pro,144.86,2,0.41164626273894206,group_b,0.000218604192298932,730,1,1,78.83537372610579,0.5445503339074206
40,2023-02-09,smb,enterprise,91.46,2,0.1576173236137763,group_a,0.0010571381017207692,438,0,0,104.23826763862236,1.1691053188211344
41,2023-02-10,enterprise,pro,40.84,6,0.23617422291994392,group_a,0.003709331063990157,236,1,1,136.3825777080056,2.124203109260703
42,2023-02-11,smb,pro,108.64,1,0.10676685089248424,group_b,0.000751011960095443,730,1,1,99.32331491075158,0.9788577145641273
43,2023-02-12,enterprise,basic,56.68,6,0.33500280523462916,group_b,0.002217530943940778,730,1,1,126.49971947653708,1.6593960760947495
44,2023-02-13,startup,pro,113.35,3,0.15704583912196482,group_a,0.0007549591189811662,156,0,0,114.29541608780352,0.973901809541873
45,2023-02-14,smb,pro,112.35,2,0.3837852503878791,group_a,0.00044282948144166366,438,0,0,81.62147496121209,0.7769860809473683
46,2023-02-15,smb,pro,71.76,5,0.6291945852937246,group_a,0.0008239963566798726,730,1,1,87.08054147062754,1.0925933624021953
47,2023-02-16,smb,pro,133.63,6,0.2118484487361359,group_b,0.0006087808687377046,193,1,1,138.8151551263864,0.8741150345341003
48,2023-02-17,smb,pro,124.17,1,0.030620584012041978,group_a,0.0006410542655348283,146,1,1,106.9379415987958,0.8924465748115796
49,2023-02-18,smb,basic,129.27,2,0.1286311030280663,group_b,0.0005258905298519861,438,0,0,107.13688969719338,0.8154071694755528
50,2023-02-19,enterprise,pro,100.27,7,0.1388325306523651,group_a,0.001517303791959285,339,1,1,156.11674693476348,1.320943594946303
51,2023-02-20,startup,basic,57.53,8,0.3101570125766353,group_a,0.002798506759777784,281,1,1,148.98429874233648,1.9012175001932967
52,2023-02-21,startup,enterprise,129.34,3,0.4152147157377789,group_b,0.0003271850285794853,438,0,0,88.47852842622211,0.6618240704873954
53,2023-02-22,startup,basic,91.89,4,0.18866631041439125,group_a,0.0012030588788817657,676,1,1,121.13336895856087,1.2354339465318667
54,2023-02-23,startup,basic,58.31,5,0.24525829963301754,group_b,0.00232398503754192,124,0,0,125.47417003669825,1.735371514955087
55,2023-02-24,smb,pro,140.56,2,0.11599978594325912,group_a,0.000430331441986809,730,1,1,108.4000214056741,0.7347573057169204
56,2023-02-25,startup,pro,162.98,0,0.36203691274322214,group_b,0.0001375629256477858,730,1,1,63.79630872567779,0.4278015867271087
57,2023-02-26,enterprise,pro,98.76,4,0.11367920036154423,group_b,0.0012182819143473122,730,1,1,128.63207996384557,1.1924765175749732
58,2023-02-27,enterprise,basic,164.77,1,0.33452870878938334,group_b,0.00015498027665001828,730,1,1,76.54712912106166,0.437231881542136
59,2023-02-28,enterprise,pro,102.74,4,0.07849376836632894,group_a,0.0012070899503819623,715,1,1,132.1506231633671,1.18045893932633
60,2023-03-01,smb,basic,88.59,5,0.30988919095677103,group_a,0.0011145175470965898,181,0,0,119.0110809043229,1.2131632764726772
61,2023-03-02,smb,enterprise,81.09,3,0.08986542700837671,group_a,0.0016461992500356349,438,0,0,121.01345729916233,1.4434458361420162
62,2023-03-03,smb,enterprise,149.11,2,0.00977031362304874,group_b,0.00044854753016972625,438,0,0,119.02296863769513,0.7382544470337601
63,2023-03-04,startup,pro,76.6,2,0.12765215367790592,group_a,0.0015108851824958516,730,1,1,107.23478463220941,1.3869008336225805
64,2023-03-05,smb,basic,122.06,1,0.6751543536695164,group_a,0.00018424134792884624,438,0,0,42.484564633048365,0.5221280790736764
65,2023-03-06,smb,pro,83.23,6,0.3784066208591745,group_b,0.0011955266006077815,304,1,1,122.15933791408256,1.2650096780177176
66,2023-03-07,smb,basic,86.19,4,0.4684497766792797,group_a,0.0007705123826997556,730,1,1,93.15502233207204,1.0346270960804218
67,2023-03-08,enterprise,pro,130.91,2,0.1277599399918605,group_a,0.0005098086192902165,730,1,1,107.22400600081394,0.7735107460290045
68,2023-03-09,startup,basic,88.6,3,0.2975228994832947,group_b,0.0009351523713437883,438,0,0,100.24771005167054,1.1099338631011955
69,2023-03-10,enterprise,enterprise,87.86,4,0.15131461641531568,group_b,0.0014051875299730494,730,1,1,124.86853835846844,1.2899125797550515
70,2023-03-11,startup,basic,133.98,5,0.17822044489300842,group_a,0.0005850599901247945,620,1,1,132.17795551069915,0.8503910966850406
71,2023-03-12,startup,pro,147.92,1,0.38661488140892875,group_b,0.0001956105154576783,730,1,1,71.33851185910713,0.5115197934263829
72,2023-03-13,enterprise,pro,119.34,0,0.37019759311374106,group_a,0.00032394057638578995,730,1,1,62.98024068862589,0.6430153965114787
73,2023-03-14,enterprise,pro,80.36,5,0.41353257288776746,group_b,0.0010679435189106929,730,1,1,108.64674271122325,1.1626159829666278
74,2023-03-15,startup,basic,84.68,1,0.2198153227825336,group_a,0.0009673154268445093,730,1,1,88.01846772174665,1.125808011814116
75,2023-03-16,startup,enterprise,102.4,4,0.6948362585674053,group_a,0.00035427829978103764,730,1,1,70.51637414325947,0.7163626033390713
76,2023-03-17,startup,pro,109.63,4,0.3277471243148822,group_b,0.0006388444709784398,438,0,0,107.22528756851179,0.9141988374414837
77,2023-03-18,startup,pro,70.36,5,0.22067002855741916,group_a,0.0019183394516359548,438,0,0,127.93299714425808,1.5677967739320506
78,2023-03-19,enterprise,basic,121.69,2,0.09156252794477072,group_a,0.0006590703115315206,438,0,0,110.84374720552293,0.8767553776875566
79,2023-03-20,smb,pro,102.57,3,0.2585035395742395,group_a,0.000764596466463816,730,1,1,104.14964604257605,1.0022171302270984
80,2023-03-21,enterprise,pro,48.53,3,0.14113670711465698,group_b,0.0028494516884984534,17,1,1,115.8863292885343,1.854777859641834
81,2023-03-22,startup,basic,72.13,4,0.09488685320202442,group_a,0.0021546456825677165,3,0,0,130.51131467979758,1.6387805230592685
82,2023-03-23,smb,basic,84.88,4,0.47955829983330583,group_a,0.00077358741763482,730,1,1,92.04417001666941,1.0385066920430384
83,2023-03-24,smb,enterprise,97.81,2,0.20397582419348187,group_a,0.000848613321280506,730,1,1,99.6024175806518,1.0527576518389492
84,2023-03-25,enterprise,basic,156.68,1,0.3593803514413815,group_a,0.00017336419863436635,730,1,1,74.06196485586186,0.4647146031110532
85,2023-03-26,smb,basic,107.15,3,0.27048750346737954,group_b,0.0006811484509544816,730,1,1,102.95124965326205,0.9466421252079934
86,2023-03-27,smb,pro,74.78,6,0.19890955706167673,group_b,0.002027048685895227,390,1,1,140.1090442938323,1.6104001298936728
87,2023-03-28,startup,pro,106.62,4,0.1928531996864055,group_b,0.000888601500942208,386,1,1,120.71468003135945,1.0593587148596246
88,2023-03-29,smb,basic,89.44,2,0.4261505444054459,group_a,0.0006433276700565998,313,0,0,77.38494555945542,0.9460409321911987
89,2023-03-30,startup,pro,109.74,5,0.4721562235658095,group_a,0.0005277606316952702,86,0,0,102.78437764341905,0.8442869655403913
90,2023-03-31,smb,basic,117.42,0,0.4400901178151389,group_a,0.00029270785899923656,730,1,1,55.990988218486116,0.6403808163691914
91,2023-04-01,enterprise,basic,136.28,3,0.21647963466680892,group_b,0.0004237721842973774,730,1,1,108.35203653331911,0.7104834220492132
92,2023-04-02,startup,basic,99.27,5,0.6050657279735583,group_a,0.0004988092823698632,410,0,0,89.49342720264417,0.8373432454789446
93,2023-04-03,startup,enterprise,149.17,6,0.42841262363824906,group_a,0.00028931904227269474,730,1,1,117.15873763617509,0.6145731807663584
94,2023-04-04,smb,basic,127.24,2,0.10796833757162015,group_a,0.0005707884232866303,730,1,1,109.20316624283798,0.8474679594456959
95,2023-04-05,startup,basic,78.78,4,0.5678253447480206,group_b,0.0007325302152189082,730,1,1,83.21746552519794,1.017198029090373
96,2023-04-06,smb,pro,166.3,5,0.4195022721386305,group_a,0.00018918979824913038,438,0,0,108.04977278613694,0.49974583455698385
97,2023-04-07,smb,enterprise,109.81,1,0.1833481375510805,group_a,0.0006294579195805593,204,0,0,91.66518624489196,0.9052522291831968
98,2023-04-08,smb,basic,74.95,4,0.4463145028447369,group_a,0.0010084061290525474,730,1,1,95.36854971552631,1.1826455777724096
99,2023-04-09,enterprise,pro,149.59,4,0.32383592307474157,group_b,0.0002895370976964964,730,1,1,107.61640769252584,0.5922334246430396
100,2023-04-10,enterprise,basic,162.33,7,0.47059398331326174,group_a,0.00022587173916627516,730,1,1,122.94060166867382,0.526660948897673
101,2023-04-11,enterprise,pro,99.01,3,0.19107462693479346,group_a,0.0009395546863718879,94,1,1,110.89253730652065,1.061883758531304
102,2023-04-12,smb,pro,84.89,4,0.37208344965675544,group_a,0.0009589015203457764,56,1,1,102.79165503432446,1.139573447496996
103,2023-04-13,smb,pro,94.83,3,0.2390923857922203,group_a,0.0009279431845787592,730,1,1,106.09076142077798,1.1028491992770866
104,2023-04-14,smb,basic,121.44,3,0.08767422146788129,group_a,0.0007377513443464835,302,1,1,121.23257785321186,0.958542195901372
105,2023-04-15,startup,basic,138.34,1,0.2003166814074748,group_b,0.0003438900266075129,730,1,1,89.96833185925252,0.6626123857739409
106,2023-04-16,smb,basic,117.11,0,0.23357945711146666,group_a,0.00044514334983787325,174,1,1,76.64205428885333,0.7680591388300863
107,2023-04-17,smb,basic,103.05,10,0.31061506453400034,group_b,0.001374060013689754,438,0,0,168.93849354659997,1.320035522401031
108,2023-04-18,startup,basic,144.94,5,0.1193163338790854,group_b,0.0005286478981157955,237,1,1,138.06836661209147,0.8002636957712713
109,2023-04-19,smb,pro,90.61,1,0.09334001858411747,group_a,0.0011064093618026619,730,1,1,100.66599814158826,1.1900771746184344
110,2023-04-20,enterprise,enterprise,130.93,3,0.04717830974531756,group_b,0.0006616909866972947,52,0,0,125.28216902546825,0.8686424696989559
111,2023-04-21,smb,enterprise,91.36,1,0.6693825792235307,group_b,0.00034439529827692264,494,1,1,43.061742077646926,0.7175322619683985
112,2023-04-22,enterprise,enterprise,112.93,1,0.16740055597164902,group_a,0.000610546322521776,730,1,1,93.25994440283509,0.8569868537062578
113,2023-04-23,startup,pro,96.59,1,0.39368592285557397,group_a,0.0005383901231105459,86,1,1,70.63140771444259,0.857871483042237
114,2023-04-24,startup,pro,98.32,2,0.271423749029406,group_a,0.0007339990841952375,296,1,1,92.8576250970594,0.9814913483857253
115,2023-04-25,smb,basic,88.68,0,0.2886975631573225,group_b,0.000703987184859293,207,1,1,71.13024368426775,0.9784417046753404
116,2023-04-26,startup,pro,140.35,3,0.18800774221445038,group_b,0.0004135340242167429,100,1,1,111.19922577855496,0.7200546157873764
117,2023-04-27,startup,pro,78.01,2,0.265602687592787,group_b,0.001114710382811133,730,1,1,93.4397312407213,1.213325199848597
118,2023-04-28,enterprise,pro,77.79,9,0.1869254645081614,group_a,0.002638865449957661,135,0,0,171.30745354918386,1.7486571721390232
119,2023-04-29,startup,pro,163.63,2,0.24304919335976108,group_b,0.00021040976518496847,730,1,1,95.69508066402389,0.5169477384621202
120,2023-04-30,smb,basic,129.34,5,0.26992389194377264,group_a,0.0005343801596311902,730,1,1,123.00761080562273,0.8289927606974264
121,2023-05-01,startup,basic,28.45,3,0.5203671711607203,group_a,0.0019942452494418244,12,0,0,77.96328288392797,1.6898001727000482
122,2023-05-02,startup,enterprise,83.04,2,0.7250445911322113,group_b,0.00040216646571237353,438,0,0,47.49554088677887,0.7746464467927817
123,2023-05-03,smb,basic,45.64,3,0.10220396684661529,group_b,0.0032634733282206874,12,1,1,119.77960331533848,2.04968561146952
124,2023-05-04,enterprise,pro,71.48,3,0.2822869361453516,group_a,0.0013577462115792998,355,0,0,101.77130638546484,1.2991912885178372
125,2023-05-05,smb,enterprise,5.84,3,0.3838314457292997,group_a,0.0041186980598945195,21,0,0,91.61685542707002,2.4102401528188575
126,2023-05-06,smb,pro,95.89,2,0.4097023506822471,group_a,0.0005843794865999334,730,1,1,79.0297649317753,0.8985410498751109
127,2023-05-07,startup,pro,65.74,5,0.12931786966613137,group_b,0.002525816206690602,730,1,1,137.06821303338688,1.7785280014867468
128,2023-05-08,startup,basic,101.8,3,0.21964914443182543,group_b,0.0008392066574305528,730,1,1,108.03508555681746,1.037821566391673
129,2023-05-09,enterprise,basic,51.25,2,0.2807257045075378,group_b,0.001846973938585033,406,1,1,91.92742954924623,1.5262295470881813
130,2023-05-10,smb,enterprise,102.49,3,0.20005229662563406,group_a,0.0008607900976920955,730,1,1,109.99477033743659,1.055056041596147
131,2023-05-11,smb,pro,87.55,4,0.2678852188911653,group_a,0.001119888987641981,34,1,1,113.21147811088346,1.213707158730007
132,2023-05-12,smb,pro,145.06,4,0.552052784406938,group_a,0.00020082817870502277,438,0,0,84.7947215593062,0.5281803834234726
133,2023-05-13,enterprise,basic,142.34,2,0.4782794534604537,group_a,0.000201219504033017,730,1,1,72.17205465395463,0.5083744024164515
134,2023-05-14,smb,basic,123.56,4,0.4350282909969287,group_b,0.00039013728772551934,438,0,0,96.49717090030713,0.7276436095114266
135,2023-05-15,startup,enterprise,90.2,5,0.36583184587484135,group_a,0.0009649647645304968,730,1,1,113.41681541251587,1.1296151508208732
136,2023-05-16,smb,basic,159.56,3,0.21568254512413326,group_a,0.00026645095389033055,730,1,1,108.43174548758667,0.5818064284511342
137,2023-05-17,smb,pro,53.41,2,0.2110145508829121,group_b,0.002033525321033327,438,0,0,98.8985449117088,1.6452206085042569
138,2023-05-18,startup,basic,57.89,2,0.3585045597422398,group_a,0.0013842948556793918,730,1,1,84.14954402577602,1.374477497932036
139,2023-05-19,smb,pro,97.49,2,0.2970554858578619,group_a,0.0007089920455852301,204,0,0,90.29445141421381,0.9744863515219458
140,2023-05-20,startup,enterprise,167.62,2,0.4398086206975376,group_a,0.00013107085273837544,438,0,0,76.01913793024625,0.4186623694582863
141,2023-05-21,startup,pro,93.93,4,0.1654453571496797,group_b,0.0012098656080351674,128,1,1,123.45546428503204,1.2345628438211005
142,2023-05-22,smb,basic,94.5,2,0.15954187777916687,group_a,0.0009909573771086022,730,1,1,104.04581222208331,1.1315501294366528
143,2023-05-23,smb,pro,56.74,3,0.2414309252095454,group_a,0.001978498353369462,1,1,1,105.85690747904546,1.622728888027861
144,2023-05-24,smb,pro,128.38,2,0.5277242144486495,group_b,0.0002409782908770287,438,0,0,67.22757855513505,0.5826109761984289
145,2023-05-25,smb,pro,128.6,4,0.0942131793631213,group_b,0.0006973789290847231,438,0,0,130.57868206368786,0.928217568449627
146,2023-05-26,enterprise,enterprise,123.67,6,0.5072255471579934,group_a,0.0004115391620753152,730,1,1,109.27744528420067,0.7222890923857291
147,2023-05-27,smb,pro,81.12,5,0.1603213802185099,group_a,0.0017453537192658798,56,1,1,133.96786197814902,1.4899682647412826
148,2023-05-28,smb,enterprise,78.8,4,0.3332080388859563,group_b,0.0011706789998493406,730,1,1,106.67919611140437,1.254022457834185
149,2023-05-29,enterprise,pro,61.21,3,0.4422605937079796,group_a,0.0012107969904617986,730,1,1,85.77394062920204,1.256126777296276
150,2023-05-30,smb,basic,102.52,5,0.4311124838637329,group_b,0.0006619104740743821,438,0,0,106.88875161362671,0.9477953172780473
151,2023-05-31,startup,basic,67.59,0,0.39551698418688946,group_b,0.0008668979894304311,730,1,1,60.44830158131105,1.098792372387977
152,2023-06-01,smb,basic,64.68,4,0.4695987027924847,group_a,0.001181993706376344,82,1,1,93.04012972075154,1.286968527397387
153,2023-06-02,enterprise,enterprise,87.29,2,0.14305039301006514,group_a,0.0011830539803191465,438,0,0,105.69496069899348,1.1907189303657228
154,2023-06-03,smb,pro,85.33,3,0.12443860854983325,group_a,0.0014113162546884458,527,1,1,117.55613914501667,1.3416615627150008
155,2023-06-04,startup,pro,83.86,4,0.1475560723630411,group_a,0.0015337072676069974,102,1,1,125.24439276369588,1.3893436818272031
156,2023-06-05,smb,basic,113.99,6,0.26395953365729935,group_a,0.0008124352442698446,730,1,1,133.60404663427008,1.0207725029726857
157,2023-06-06,smb,basic,102.37,4,0.3984658202756843,group_a,0.0006412527201535066,438,0,0,100.15341797243157,0.9320819734508281
158,2023-06-07,startup,pro,91.36,2,0.3580300758716277,group_b,0.0007094536219540855,253,1,1,84.19699241283723,0.977593458309484
159,2023-06-08,smb,pro,105.49,3,0.4672583795843952,group_b,0.0004750587686301136,730,1,1,83.27416204156049,0.8120990178122179
160,2023-06-09,startup,basic,70.25,1,0.23303741069710507,group_a,0.0012572479664448456,77,1,1,86.6962589302895,1.2893548535440444
161,2023-06-10,smb,pro,103.16,5,0.4429931124312908,group_b,0.0006381472487440005,438,0,0,105.70068875687092,0.9320047115494675
162,2023-06-11,smb,basic,104.52,4,0.17044083322070308,group_a,0.0009692025427948665,730,1,1,122.9559166779297,1.1107179769788433
163,2023-06-12,smb,basic,54.91,2,0.3773431866180761,group_a,0.001414977495550095,111,1,1,82.2656813381924,1.4031243840280987
164,2023-06-13,smb,pro,129.87,4,0.1280317934241039,group_a,0.000635423491361914,730,1,1,127.19682065758961,0.8898620669463758
165,2023-06-14,enterprise,basic,73.56,2,0.33041468743746766,group_b,0.0010703338670934983,516,1,1,86.95853125625324,1.1646493595858665
166,2023-06-15,startup,enterprise,102.71,3,0.15520189890097896,group_b,0.000937438805124458,730,1,1,114.4798101099021,1.0871931981867242
167,2023-06-16,smb,basic,134.93,2,0.4703854591655656,group_b,0.00023707685248312645,730,1,1,72.96145408344344,0.5726987011090461
168,2023-06-17,enterprise,basic,127.77,0,0.5830265072787735,group_a,0.0001788061511271135,438,0,0,41.69734927212265,0.49084852784594246
169,2023-06-18,enterprise,basic,101.03,1,0.2183365861390073,group_a,0.0006995813653945297,418,1,1,88.16634138609928,0.9257937964518521
170,2023-06-19,smb,pro,89.13,3,0.3161065673746864,group_a,0.0008915327248283213,730,1,1,98.38934326253137,1.093488278240511
171,2023-06-20,smb,pro,128.43,3,0.2086790112531523,group_a,0.0005036075310446311,337,1,1,109.13209887468477,0.8039130679420378
172,2023-06-21,enterprise,pro,120.24,7,0.25880737701541257,group_a,0.0008005832503365223,164,1,1,144.11926229845875,0.9714312446196826
173,2023-06-22,smb,basic,81.45,3,0.2885689182309108,group_a,0.0010984083347639255,55,0,0,101.14310817690892,1.2110327710539432
174,2023-06-23,smb,basic,76.15,2,0.31009289016030356,group_a,0.0010584591512478973,72,1,1,88.99071098396965,1.197680370216737
175,2023-06-24,smb,pro,37.83,3,0.1542068422567272,group_a,0.003438331468489941,4,1,1,114.57931577432728,2.12188501716076
176,2023-06-25,enterprise,enterprise,104.62,5,0.5422246399669098,group_a,0.0005082157179351195,206,0,0,95.77753600330902,0.8122675077953673
177,2023-06-26,smb,enterprise,97.52,4,0.1696470517893248,group_b,0.0011166195881577145,191,1,1,123.03529482106752,1.1936804243235704
178,2023-06-27,smb,basic,134.09,4,0.10345417617861098,group_b,0.0006134182028812017,512,1,1,129.6545823821389,0.8707151655529981
179,2023-06-28,startup,pro,110.77,0,0.41093036343040945,group_b,0.00035442421818100077,373,1,1,58.90696365695906,0.6982087447845322
180,2023-06-29,enterprise,enterprise,140.03,4,0.5455254999663212,group_a,0.00022500087229183264,439,1,1,85.44745000336789,0.5389200336950418
181,2023-06-30,smb,basic,79.08,9,0.3187471570400831,group_a,0.0019756662552978263,236,0,0,158.1252842959917,1.5975192178128113
182,2023-07-01,enterprise,enterprise,134.14,1,0.107409480081825,group_a,0.00045040010899366343,730,1,1,99.2590519918175,0.7271508164202807
183,2023-07-02,startup,basic,84.13,2,0.38653644640370255,group_a,0.0007743952376190992,438,0,0,81.34635535962974,1.026722028381077
184,2023-07-03,startup,enterprise,123.33,2,0.33521441289771375,group_b,0.0003917901846225118,438,0,0,86.47855871022863,0.7198005571279671
185,2023-07-04,smb,pro,56.24,3,0.2165412908227118,group_a,0.002100378188662798,276,1,1,108.34587091772882,1.6665181893249637
186,2023-07-05,smb,enterprise,107.05,4,0.02548787998659733,group_b,0.0012312430145508212,730,1,1,137.45121200134025,1.2270493035899095
187,2023-07-06,startup,pro,40.46,6,0.1327920668717574,group_b,0.004596135612817515,505,1,1,146.72079331282424,2.4035263478000015
188,2023-07-07,smb,basic,91.99,8,0.14535267869716373,group_b,0.001953249981856175,303,0,0,165.4647321302836,1.5532885598819248
189,2023-07-08,smb,enterprise,113.21,2,0.31383009297828834,group_b,0.0005006439115681623,125,1,1,88.61699070217117,0.8182535039601277
190,2023-07-09,smb,basic,84.37,6,0.43713529121652933,group_b,0.0010390734655595724,730,1,1,116.28647087834706,1.1884577310086928
191,2023-07-10,enterprise,basic,68.49,4,0.1256159504652507,group_a,0.0021792223632753145,340,1,1,127.43840495347493,1.6067853531820302
192,2023-07-11,startup,pro,125.38,8,0.14846344520779567,group_b,0.0009954833405089126,362,0,0,165.15365547922045,1.0950530308696256
193,2023-07-12,startup,pro,96.9,0,0.3131258270549169,group_a,0.0005687856359241783,730,1,1,68.68741729450831,0.8752380297064947
194,2023-07-13,smb,enterprise,85.31,1,0.5114719194304901,group_a,0.0005330479806636616,730,1,1,58.85280805695099,0.8748785786411352
195,2023-07-14,smb,basic,101.26,6,0.2482953602171305,group_a,0.0010813489392277227,35,1,1,135.17046397828693,1.1780512881895786
196,2023-07-15,smb,pro,179.1,2,0.3468767347385816,group_a,0.00012546186018868216,730,1,1,85.31232652614185,0.40626111585434926
197,2023-07-16,startup,pro,134.61,3,0.20952284525271522,group_a,0.00044430425576341296,730,1,1,109.04771547472848,0.7493608193862009
198,2023-07-17,startup,basic,134.88,1,0.03295955545652701,group_b,0.0005150356739492604,730,1,1,106.7040444543473,0.7933229312627716
199,2023-07-18,startup,basic,113.07,3,0.23472501810446997,group_a,0.0006499563733884125,64,0,0,106.527498189553,0.9132113064794574
200,2023-07-19,startup,basic,104.99,1,0.5657156336973649,group_a,0.0003226357608680822,730,1,1,53.42843663026351,0.6785924536363499
201,2023-07-20,smb,basic,28.12,2,0.19405139597768092,group_a,0.0034885884822063585,730,1,1,100.5948604022319,2.16045501004625
202,2023-07-21,enterprise,enterprise,79.63,4,0.3359085870934754,group_b,0.0011452040443625101,730,1,1,106.40914129065246,1.1957511603494537
203,2023-07-22,enterprise,pro,85.58,6,0.36088079918032295,group_a,0.0011813270221532072,381,1,1,123.91192008196771,1.2086478975899688
204,2023-07-23,startup,pro,43.75,2,0.6203468851597354,group_a,0.0010879620090597968,703,1,1,57.965311484026465,1.2657786664242896
205,2023-07-24,smb,enterprise,65.28,2,0.33868218555032875,group_a,0.0012423883662792646,720,1,1,86.13178144496712,1.3053203809945706
